Date,Country ,Technology,SiteName,Volume,country,date,updatedby,updatetime
18/02/2024,GB,Gas,Pembroke-2,8503.0,Great Britain,2024-02-18,petroineos,2025-05-29 10:39:35.542306
19/02/2024,GB,Gas,Pembroke-2,7601.0,Great Britain,2024-02-19,petroineos,2025-05-29 10:39:35.542306
20/02/2024,GB,Gas,Pembroke-2,5051.0,Great Britain,2024-02-20,petroineos,2025-05-29 10:39:35.542306
21/02/2024,GB,Gas,Pembroke-2,6212.0,Great Britain,2024-02-21,petroineos,2025-05-29 10:39:35.542306
22/02/2024,GB,Gas,Pembroke-2,7574.0,Great Britain,2024-02-22,petroineos,2025-05-29 10:39:35.542306
23/02/2024,GB,Gas,Pembroke-2,6654.0,Great Britain,2024-02-23,petroineos,2025-05-29 10:39:35.542306
24/02/2024,GB,Gas,Pembroke-2,7762.0,Great Britain,2024-02-24,petroineos,2025-05-29 10:39:35.542306
25/02/2024,GB,Gas,Pembroke-2,8014.0,Great Britain,2024-02-25,petroineos,2025-05-29 10:39:35.542306
26/02/2024,GB,Gas,Pembroke-2,6064.0,Great Britain,2024-02-26,petroineos,2025-05-29 10:39:35.542306
27/02/2024,GB,Gas,Pembroke-2,7187.0,Great Britain,2024-02-27,petroineos,2025-05-29 10:39:35.542306
28/02/2024,GB,Gas,Pembroke-2,5862.0,Great Britain,2024-02-28,petroineos,2025-05-29 10:39:35.542306
29/02/2024,GB,Gas,Pembroke-2,5736.0,Great Britain,2024-02-29,petroineos,2025-05-29 10:39:35.542306
01/03/2024,GB,Gas,Pembroke-2,5822.0,Great Britain,2024-03-01,petroineos,2025-05-29 10:39:35.542306
02/03/2024,GB,Gas,Pembroke-2,6175.0,Great Britain,2024-03-02,petroineos,2025-05-29 10:39:35.542306
03/03/2024,GB,Gas,Pembroke-2,7567.0,Great Britain,2024-03-03,petroineos,2025-05-29 10:39:35.542306
04/03/2024,GB,Gas,Pembroke-2,7928.0,Great Britain,2024-03-04,petroineos,2025-05-29 10:39:35.542306
05/03/2024,GB,Gas,Pembroke-2,5653.0,Great Britain,2024-03-05,petroineos,2025-05-29 10:39:35.542306
06/03/2024,GB,Gas,Pembroke-2,5353.0,Great Britain,2024-03-06,petroineos,2025-05-29 10:39:35.542306
07/03/2024,GB,Gas,Pembroke-2,5734.0,Great Britain,2024-03-07,petroineos,2025-05-29 10:39:35.542306
08/03/2024,GB,Gas,Pembroke-2,5499.0,Great Britain,2024-03-08,petroineos,2025-05-29 10:39:35.542306
09/03/2024,GB,Gas,Pembroke-2,6779.0,Great Britain,2024-03-09,petroineos,2025-05-29 10:39:35.542306
10/03/2024,GB,Gas,Pembroke-2,6759.0,Great Britain,2024-03-10,petroineos,2025-05-29 10:39:35.542306
11/03/2024,GB,Gas,Pembroke-2,6824.0,Great Britain,2024-03-11,petroineos,2025-05-29 10:39:35.542306
12/03/2024,GB,Gas,Pembroke-2,5660.0,Great Britain,2024-03-12,petroineos,2025-05-29 10:39:35.542306
13/03/2024,GB,Gas,Pembroke-2,8548.0,Great Britain,2024-03-13,petroineos,2025-05-29 10:39:35.542306
14/03/2024,GB,Gas,Pembroke-2,6870.0,Great Britain,2024-03-14,petroineos,2025-05-29 10:39:35.542306
15/03/2024,GB,Gas,Pembroke-2,5713.0,Great Britain,2024-03-15,petroineos,2025-05-29 10:39:35.542306
16/03/2024,GB,Gas,Pembroke-2,6170.0,Great Britain,2024-03-16,petroineos,2025-05-29 10:39:35.542306
17/03/2024,GB,Gas,Pembroke-2,5944.0,Great Britain,2024-03-17,petroineos,2025-05-29 10:39:35.542306
18/03/2024,GB,Gas,Pembroke-2,8681.0,Great Britain,2024-03-18,petroineos,2025-05-29 10:39:35.542306
19/03/2024,GB,Gas,Pembroke-2,6202.0,Great Britain,2024-03-19,petroineos,2025-05-29 10:39:35.542306
20/03/2024,GB,Gas,Pembroke-2,5125.0,Great Britain,2024-03-20,petroineos,2025-05-29 10:39:35.542306
21/03/2024,GB,Gas,Pembroke-2,6559.0,Great Britain,2024-03-21,petroineos,2025-05-29 10:39:35.542306
22/03/2024,GB,Gas,Pembroke-2,7398.0,Great Britain,2024-03-22,petroineos,2025-05-29 10:39:35.542306
23/03/2024,GB,Gas,Pembroke-2,5321.0,Great Britain,2024-03-23,petroineos,2025-05-29 10:39:35.542306
24/03/2024,GB,Gas,Pembroke-2,8206.0,Great Britain,2024-03-24,petroineos,2025-05-29 10:39:35.542306
25/03/2024,GB,Gas,Pembroke-2,7309.0,Great Britain,2024-03-25,petroineos,2025-05-29 10:39:35.542306
26/03/2024,GB,Gas,Pembroke-2,7171.0,Great Britain,2024-03-26,petroineos,2025-05-29 10:39:35.542306
27/03/2024,GB,Gas,Pembroke-2,5584.0,Great Britain,2024-03-27,petroineos,2025-05-29 10:39:35.542306
28/03/2024,GB,Gas,Pembroke-2,8685.0,Great Britain,2024-03-28,petroineos,2025-05-29 10:39:35.542306
29/03/2024,GB,Gas,Pembroke-2,8132.0,Great Britain,2024-03-29,petroineos,2025-05-29 10:39:35.542306
30/03/2024,GB,Gas,Pembroke-2,5094.0,Great Britain,2024-03-30,petroineos,2025-05-29 10:39:35.542306
31/03/2024,GB,Gas,Pembroke-2,6315.0,Great Britain,2024-03-31,petroineos,2025-05-29 10:39:35.542306
01/04/2024,GB,Gas,Pembroke-2,8241.0,Great Britain,2024-04-01,petroineos,2025-05-29 10:39:35.542306
02/04/2024,GB,Gas,Pembroke-2,8316.0,Great Britain,2024-04-02,petroineos,2025-05-29 10:39:35.542306
03/04/2024,GB,Gas,Pembroke-2,6629.0,Great Britain,2024-04-03,petroineos,2025-05-29 10:39:35.542306
04/04/2024,GB,Gas,Pembroke-2,7451.0,Great Britain,2024-04-04,petroineos,2025-05-29 10:39:35.542306
05/04/2024,GB,Gas,Pembroke-2,5531.0,Great Britain,2024-04-05,petroineos,2025-05-29 10:39:35.542306
06/04/2024,GB,Gas,Pembroke-2,8767.0,Great Britain,2024-04-06,petroineos,2025-05-29 10:39:35.542306
07/04/2024,GB,Gas,Pembroke-2,8785.0,Great Britain,2024-04-07,petroineos,2025-05-29 10:39:35.542306
08/04/2024,GB,Gas,Pembroke-2,6425.0,Great Britain,2024-04-08,petroineos,2025-05-29 10:39:35.542306
09/04/2024,GB,Gas,Pembroke-2,5167.0,Great Britain,2024-04-09,petroineos,2025-05-29 10:39:35.542306
10/04/2024,GB,Gas,Pembroke-2,6416.0,Great Britain,2024-04-10,petroineos,2025-05-29 10:39:35.542306
11/04/2024,GB,Gas,Pembroke-2,8653.0,Great Britain,2024-04-11,petroineos,2025-05-29 10:39:35.542306
12/04/2024,GB,Gas,Pembroke-2,7009.0,Great Britain,2024-04-12,petroineos,2025-05-29 10:39:35.542306
13/04/2024,GB,Gas,Pembroke-2,7429.0,Great Britain,2024-04-13,petroineos,2025-05-29 10:39:35.542306
14/04/2024,GB,Gas,Pembroke-2,7562.0,Great Britain,2024-04-14,petroineos,2025-05-29 10:39:35.542306
15/04/2024,GB,Gas,Pembroke-2,6854.0,Great Britain,2024-04-15,petroineos,2025-05-29 10:39:35.542306
16/04/2024,GB,Gas,Pembroke-2,8017.0,Great Britain,2024-04-16,petroineos,2025-05-29 10:39:35.542306
17/04/2024,GB,Gas,Pembroke-2,8053.0,Great Britain,2024-04-17,petroineos,2025-05-29 10:39:35.542306
18/04/2024,GB,Gas,Pembroke-2,6100.0,Great Britain,2024-04-18,petroineos,2025-05-29 10:39:35.542306
19/04/2024,GB,Gas,Pembroke-2,6211.0,Great Britain,2024-04-19,petroineos,2025-05-29 10:39:35.542306
20/04/2024,GB,Gas,Pembroke-2,8845.0,Great Britain,2024-04-20,petroineos,2025-05-29 10:39:35.542306
21/04/2024,GB,Gas,Pembroke-2,5462.0,Great Britain,2024-04-21,petroineos,2025-05-29 10:39:35.542306
22/04/2024,GB,Gas,Pembroke-2,7410.0,Great Britain,2024-04-22,petroineos,2025-05-29 10:39:35.542306
23/04/2024,GB,Gas,Pembroke-2,6026.0,Great Britain,2024-04-23,petroineos,2025-05-29 10:39:35.542306
24/04/2024,GB,Gas,Pembroke-2,8500.0,Great Britain,2024-04-24,petroineos,2025-05-29 10:39:35.542306
25/04/2024,GB,Gas,Pembroke-2,5491.0,Great Britain,2024-04-25,petroineos,2025-05-29 10:39:35.542306
26/04/2024,GB,Gas,Pembroke-2,6812.0,Great Britain,2024-04-26,petroineos,2025-05-29 10:39:35.542306
27/04/2024,GB,Gas,Pembroke-2,5396.0,Great Britain,2024-04-27,petroineos,2025-05-29 10:39:35.542306
28/04/2024,GB,Gas,Pembroke-2,6354.0,Great Britain,2024-04-28,petroineos,2025-05-29 10:39:35.542306
29/04/2024,GB,Gas,Pembroke-2,8131.0,Great Britain,2024-04-29,petroineos,2025-05-29 10:39:35.542306
30/04/2024,GB,Gas,Pembroke-2,8236.0,Great Britain,2024-04-30,petroineos,2025-05-29 10:39:35.542306
01/05/2024,GB,Gas,Pembroke-2,5358.0,Great Britain,2024-05-01,petroineos,2025-05-29 10:39:35.542306
02/05/2024,GB,Gas,Pembroke-2,7113.0,Great Britain,2024-05-02,petroineos,2025-05-29 10:39:35.542306
03/05/2024,GB,Gas,Pembroke-2,7513.0,Great Britain,2024-05-03,petroineos,2025-05-29 10:39:35.542306
04/05/2024,GB,Gas,Pembroke-2,5642.0,Great Britain,2024-05-04,petroineos,2025-05-29 10:39:35.542306
05/05/2024,GB,Gas,Pembroke-2,7097.0,Great Britain,2024-05-05,petroineos,2025-05-29 10:39:35.542306
06/05/2024,GB,Gas,Pembroke-2,6006.0,Great Britain,2024-05-06,petroineos,2025-05-29 10:39:35.542306
07/05/2024,GB,Gas,Pembroke-2,5457.0,Great Britain,2024-05-07,petroineos,2025-05-29 10:39:35.542306
08/05/2024,GB,Gas,Pembroke-2,8585.0,Great Britain,2024-05-08,petroineos,2025-05-29 10:39:35.542306
09/05/2024,GB,Gas,Pembroke-2,6101.0,Great Britain,2024-05-09,petroineos,2025-05-29 10:39:35.542306
10/05/2024,GB,Gas,Pembroke-2,6086.0,Great Britain,2024-05-10,petroineos,2025-05-29 10:39:35.542306
11/05/2024,GB,Gas,Pembroke-2,5630.0,Great Britain,2024-05-11,petroineos,2025-05-29 10:39:35.542306
12/05/2024,GB,Gas,Pembroke-2,6039.0,Great Britain,2024-05-12,petroineos,2025-05-29 10:39:35.542306
13/05/2024,GB,Gas,Pembroke-2,5960.0,Great Britain,2024-05-13,petroineos,2025-05-29 10:39:35.542306
14/05/2024,GB,Gas,Pembroke-2,5039.0,Great Britain,2024-05-14,petroineos,2025-05-29 10:39:35.542306
15/05/2024,GB,Gas,Pembroke-2,8755.0,Great Britain,2024-05-15,petroineos,2025-05-29 10:39:35.542306
16/05/2024,GB,Gas,Pembroke-2,8888.0,Great Britain,2024-05-16,petroineos,2025-05-29 10:39:35.542306
17/05/2024,GB,Gas,Pembroke-2,6380.0,Great Britain,2024-05-17,petroineos,2025-05-29 10:39:35.542306
18/05/2024,GB,Gas,Pembroke-2,5865.0,Great Britain,2024-05-18,petroineos,2025-05-29 10:39:35.542306
19/05/2024,GB,Gas,Pembroke-2,5514.0,Great Britain,2024-05-19,petroineos,2025-05-29 10:39:35.542306
20/05/2024,GB,Gas,Pembroke-2,7672.0,Great Britain,2024-05-20,petroineos,2025-05-29 10:39:35.542306
21/05/2024,GB,Gas,Pembroke-2,5538.0,Great Britain,2024-05-21,petroineos,2025-05-29 10:39:35.542306
22/05/2024,GB,Gas,Pembroke-2,8372.0,Great Britain,2024-05-22,petroineos,2025-05-29 10:39:35.542306
23/05/2024,GB,Gas,Pembroke-2,6752.0,Great Britain,2024-05-23,petroineos,2025-05-29 10:39:35.542306
24/05/2024,GB,Gas,Pembroke-2,7594.0,Great Britain,2024-05-24,petroineos,2025-05-29 10:39:35.542306
25/05/2024,GB,Gas,Pembroke-2,7396.0,Great Britain,2024-05-25,petroineos,2025-05-29 10:39:35.542306
26/05/2024,GB,Gas,Pembroke-2,8402.0,Great Britain,2024-05-26,petroineos,2025-05-29 10:39:35.542306
27/05/2024,GB,Gas,Pembroke-2,7054.0,Great Britain,2024-05-27,petroineos,2025-05-29 10:39:35.542306
28/05/2024,GB,Gas,Pembroke-2,5852.0,Great Britain,2024-05-28,petroineos,2025-05-29 10:39:35.542306
29/05/2024,GB,Gas,Pembroke-2,6684.0,Great Britain,2024-05-29,petroineos,2025-05-29 10:39:35.542306
30/05/2024,GB,Gas,Pembroke-2,7090.0,Great Britain,2024-05-30,petroineos,2025-05-29 10:39:35.542306
31/05/2024,GB,Gas,Pembroke-2,8120.0,Great Britain,2024-05-31,petroineos,2025-05-29 10:39:35.542306
01/06/2024,GB,Gas,Pembroke-2,7139.0,Great Britain,2024-06-01,petroineos,2025-05-29 10:39:35.542306
02/06/2024,GB,Gas,Pembroke-2,6603.0,Great Britain,2024-06-02,petroineos,2025-05-29 10:39:35.542306
03/06/2024,GB,Gas,Pembroke-2,8407.0,Great Britain,2024-06-03,petroineos,2025-05-29 10:39:35.542306
04/06/2024,GB,Gas,Pembroke-2,6902.0,Great Britain,2024-06-04,petroineos,2025-05-29 10:39:35.542306
05/06/2024,GB,Gas,Pembroke-2,7605.0,Great Britain,2024-06-05,petroineos,2025-05-29 10:39:35.542306
06/06/2024,GB,Gas,Pembroke-2,8099.0,Great Britain,2024-06-06,petroineos,2025-05-29 10:39:35.542306
07/06/2024,GB,Gas,Pembroke-2,5627.0,Great Britain,2024-06-07,petroineos,2025-05-29 10:39:35.542306
08/06/2024,GB,Gas,Pembroke-2,7794.0,Great Britain,2024-06-08,petroineos,2025-05-29 10:39:35.542306
09/06/2024,GB,Gas,Pembroke-2,7147.0,Great Britain,2024-06-09,petroineos,2025-05-29 10:39:35.542306
10/06/2024,GB,Gas,Pembroke-2,5617.0,Great Britain,2024-06-10,petroineos,2025-05-29 10:39:35.542306
11/06/2024,GB,Gas,Pembroke-2,6978.0,Great Britain,2024-06-11,petroineos,2025-05-29 10:39:35.542306
12/06/2024,GB,Gas,Pembroke-2,8636.0,Great Britain,2024-06-12,petroineos,2025-05-29 10:39:35.542306
13/06/2024,GB,Gas,Pembroke-2,7392.0,Great Britain,2024-06-13,petroineos,2025-05-29 10:39:35.542306
14/06/2024,GB,Gas,Pembroke-2,7586.0,Great Britain,2024-06-14,petroineos,2025-05-29 10:39:35.542306
15/06/2024,GB,Gas,Pembroke-2,5775.0,Great Britain,2024-06-15,petroineos,2025-05-29 10:39:35.542306
16/06/2024,GB,Gas,Pembroke-2,6753.0,Great Britain,2024-06-16,petroineos,2025-05-29 10:39:35.542306
17/06/2024,GB,Gas,Pembroke-2,8934.0,Great Britain,2024-06-17,petroineos,2025-05-29 10:39:35.542306
18/06/2024,GB,Gas,Pembroke-2,8293.0,Great Britain,2024-06-18,petroineos,2025-05-29 10:39:35.542306
19/06/2024,GB,Gas,Pembroke-2,8069.0,Great Britain,2024-06-19,petroineos,2025-05-29 10:39:35.542306
20/06/2024,GB,Gas,Pembroke-2,8728.0,Great Britain,2024-06-20,petroineos,2025-05-29 10:39:35.542306
21/06/2024,GB,Gas,Pembroke-2,5689.0,Great Britain,2024-06-21,petroineos,2025-05-29 10:39:35.542306
22/06/2024,GB,Gas,Pembroke-2,8274.0,Great Britain,2024-06-22,petroineos,2025-05-29 10:39:35.542306
23/06/2024,GB,Gas,Pembroke-2,8615.0,Great Britain,2024-06-23,petroineos,2025-05-29 10:39:35.542306
24/06/2024,GB,Gas,Pembroke-2,5746.0,Great Britain,2024-06-24,petroineos,2025-05-29 10:39:35.542306
25/06/2024,GB,Gas,Pembroke-2,8510.0,Great Britain,2024-06-25,petroineos,2025-05-29 10:39:35.542306
26/06/2024,GB,Gas,Pembroke-2,5247.0,Great Britain,2024-06-26,petroineos,2025-05-29 10:39:35.542306
27/06/2024,GB,Gas,Pembroke-2,8433.0,Great Britain,2024-06-27,petroineos,2025-05-29 10:39:35.542306
28/06/2024,GB,Gas,Pembroke-2,7104.0,Great Britain,2024-06-28,petroineos,2025-05-29 10:39:35.542306
29/06/2024,GB,Gas,Pembroke-2,8764.0,Great Britain,2024-06-29,petroineos,2025-05-29 10:39:35.542306
30/06/2024,GB,Gas,Pembroke-2,6602.0,Great Britain,2024-06-30,petroineos,2025-05-29 10:39:35.542306
01/07/2024,GB,Gas,Pembroke-2,5656.0,Great Britain,2024-07-01,petroineos,2025-05-29 10:39:35.542306
02/07/2024,GB,Gas,Pembroke-2,6736.0,Great Britain,2024-07-02,petroineos,2025-05-29 10:39:35.542306
03/07/2024,GB,Gas,Pembroke-2,8468.0,Great Britain,2024-07-03,petroineos,2025-05-29 10:39:35.542306
04/07/2024,GB,Gas,Pembroke-2,7899.0,Great Britain,2024-07-04,petroineos,2025-05-29 10:39:35.542306
05/07/2024,GB,Gas,Pembroke-2,5972.0,Great Britain,2024-07-05,petroineos,2025-05-29 10:39:35.542306
06/07/2024,GB,Gas,Pembroke-2,7711.0,Great Britain,2024-07-06,petroineos,2025-05-29 10:39:35.542306
07/07/2024,GB,Gas,Pembroke-2,5356.0,Great Britain,2024-07-07,petroineos,2025-05-29 10:39:35.542306
08/07/2024,GB,Gas,Pembroke-2,8882.0,Great Britain,2024-07-08,petroineos,2025-05-29 10:39:35.542306
09/07/2024,GB,Gas,Pembroke-2,7093.0,Great Britain,2024-07-09,petroineos,2025-05-29 10:39:35.542306
10/07/2024,GB,Gas,Pembroke-2,5114.0,Great Britain,2024-07-10,petroineos,2025-05-29 10:39:35.542306
11/07/2024,GB,Gas,Pembroke-2,5865.0,Great Britain,2024-07-11,petroineos,2025-05-29 10:39:35.542306
12/07/2024,GB,Gas,Pembroke-2,6127.0,Great Britain,2024-07-12,petroineos,2025-05-29 10:39:35.542306
13/07/2024,GB,Gas,Pembroke-2,6130.0,Great Britain,2024-07-13,petroineos,2025-05-29 10:39:35.542306
14/07/2024,GB,Gas,Pembroke-2,5017.0,Great Britain,2024-07-14,petroineos,2025-05-29 10:39:35.542306
15/07/2024,GB,Gas,Pembroke-2,8527.0,Great Britain,2024-07-15,petroineos,2025-05-29 10:39:35.542306
16/07/2024,GB,Gas,Pembroke-2,5983.0,Great Britain,2024-07-16,petroineos,2025-05-29 10:39:35.542306
17/07/2024,GB,Gas,Pembroke-2,7752.0,Great Britain,2024-07-17,petroineos,2025-05-29 10:39:35.542306
18/07/2024,GB,Gas,Pembroke-2,7977.0,Great Britain,2024-07-18,petroineos,2025-05-29 10:39:35.542306
19/07/2024,GB,Gas,Pembroke-2,6868.0,Great Britain,2024-07-19,petroineos,2025-05-29 10:39:35.542306
20/07/2024,GB,Gas,Pembroke-2,5921.0,Great Britain,2024-07-20,petroineos,2025-05-29 10:39:35.542306
21/07/2024,GB,Gas,Pembroke-2,6481.0,Great Britain,2024-07-21,petroineos,2025-05-29 10:39:35.542306
22/07/2024,GB,Gas,Pembroke-2,8981.0,Great Britain,2024-07-22,petroineos,2025-05-29 10:39:35.542306
23/07/2024,GB,Gas,Pembroke-2,6561.0,Great Britain,2024-07-23,petroineos,2025-05-29 10:39:35.542306
24/07/2024,GB,Gas,Pembroke-2,8075.0,Great Britain,2024-07-24,petroineos,2025-05-29 10:39:35.542306
25/07/2024,GB,Gas,Pembroke-2,7380.0,Great Britain,2024-07-25,petroineos,2025-05-29 10:39:35.542306
26/07/2024,GB,Gas,Pembroke-2,7326.0,Great Britain,2024-07-26,petroineos,2025-05-29 10:39:35.542306
27/07/2024,GB,Gas,Pembroke-2,8120.0,Great Britain,2024-07-27,petroineos,2025-05-29 10:39:35.542306
28/07/2024,GB,Gas,Pembroke-2,6925.0,Great Britain,2024-07-28,petroineos,2025-05-29 10:39:35.542306
29/07/2024,GB,Gas,Pembroke-2,8470.0,Great Britain,2024-07-29,petroineos,2025-05-29 10:39:35.542306
30/07/2024,GB,Gas,Pembroke-2,7733.0,Great Britain,2024-07-30,petroineos,2025-05-29 10:39:35.542306
31/07/2024,GB,Gas,Pembroke-2,7676.0,Great Britain,2024-07-31,petroineos,2025-05-29 10:39:35.542306
01/08/2024,GB,Gas,Pembroke-2,6576.0,Great Britain,2024-08-01,petroineos,2025-05-29 10:39:35.542306
02/08/2024,GB,Gas,Pembroke-2,5262.0,Great Britain,2024-08-02,petroineos,2025-05-29 10:39:35.542306
03/08/2024,GB,Gas,Pembroke-2,7900.0,Great Britain,2024-08-03,petroineos,2025-05-29 10:39:35.542306
04/08/2024,GB,Gas,Pembroke-2,7649.0,Great Britain,2024-08-04,petroineos,2025-05-29 10:39:35.542306
05/08/2024,GB,Gas,Pembroke-2,7444.0,Great Britain,2024-08-05,petroineos,2025-05-29 10:39:35.542306
06/08/2024,GB,Gas,Pembroke-2,8797.0,Great Britain,2024-08-06,petroineos,2025-05-29 10:39:35.542306
07/08/2024,GB,Gas,Pembroke-2,8978.0,Great Britain,2024-08-07,petroineos,2025-05-29 10:39:35.542306
08/08/2024,GB,Gas,Pembroke-2,7043.0,Great Britain,2024-08-08,petroineos,2025-05-29 10:39:35.542306
09/08/2024,GB,Gas,Pembroke-2,7808.0,Great Britain,2024-08-09,petroineos,2025-05-29 10:39:35.542306
10/08/2024,GB,Gas,Pembroke-2,8394.0,Great Britain,2024-08-10,petroineos,2025-05-29 10:39:35.542306
11/08/2024,GB,Gas,Pembroke-2,6151.0,Great Britain,2024-08-11,petroineos,2025-05-29 10:39:35.542306
12/08/2024,GB,Gas,Pembroke-2,8047.0,Great Britain,2024-08-12,petroineos,2025-05-29 10:39:35.542306
13/08/2024,GB,Gas,Pembroke-2,5983.0,Great Britain,2024-08-13,petroineos,2025-05-29 10:39:35.542306
14/08/2024,GB,Gas,Pembroke-2,6170.0,Great Britain,2024-08-14,petroineos,2025-05-29 10:39:35.542306
15/08/2024,GB,Gas,Pembroke-2,8122.0,Great Britain,2024-08-15,petroineos,2025-05-29 10:39:35.542306
16/08/2024,GB,Gas,Pembroke-2,6776.0,Great Britain,2024-08-16,petroineos,2025-05-29 10:39:35.542306
17/08/2024,GB,Gas,Pembroke-2,8068.0,Great Britain,2024-08-17,petroineos,2025-05-29 10:39:35.542306
18/08/2024,GB,Gas,Pembroke-2,6585.0,Great Britain,2024-08-18,petroineos,2025-05-29 10:39:35.542306
19/08/2024,GB,Gas,Pembroke-2,7563.0,Great Britain,2024-08-19,petroineos,2025-05-29 10:39:35.542306
20/08/2024,GB,Gas,Pembroke-2,8529.0,Great Britain,2024-08-20,petroineos,2025-05-29 10:39:35.542306
21/08/2024,GB,Gas,Pembroke-2,6350.0,Great Britain,2024-08-21,petroineos,2025-05-29 10:39:35.542306
22/08/2024,GB,Gas,Pembroke-2,8332.0,Great Britain,2024-08-22,petroineos,2025-05-29 10:39:35.542306
23/08/2024,GB,Gas,Pembroke-2,6405.0,Great Britain,2024-08-23,petroineos,2025-05-29 10:39:35.542306
24/08/2024,GB,Gas,Pembroke-2,8352.0,Great Britain,2024-08-24,petroineos,2025-05-29 10:39:35.542306
25/08/2024,GB,Gas,Pembroke-2,7813.0,Great Britain,2024-08-25,petroineos,2025-05-29 10:39:35.542306
26/08/2024,GB,Gas,Pembroke-2,7587.0,Great Britain,2024-08-26,petroineos,2025-05-29 10:39:35.542306
27/08/2024,GB,Gas,Pembroke-2,6017.0,Great Britain,2024-08-27,petroineos,2025-05-29 10:39:35.542306
28/08/2024,GB,Gas,Pembroke-2,8873.0,Great Britain,2024-08-28,petroineos,2025-05-29 10:39:35.542306
29/08/2024,GB,Gas,Pembroke-2,7567.0,Great Britain,2024-08-29,petroineos,2025-05-29 10:39:35.542306
30/08/2024,GB,Gas,Pembroke-2,7908.0,Great Britain,2024-08-30,petroineos,2025-05-29 10:39:35.542306
31/08/2024,GB,Gas,Pembroke-2,8063.0,Great Britain,2024-08-31,petroineos,2025-05-29 10:39:35.542306
01/09/2024,GB,Gas,Pembroke-2,8187.0,Great Britain,2024-09-01,petroineos,2025-05-29 10:39:35.542306
02/09/2024,GB,Gas,Pembroke-2,8515.0,Great Britain,2024-09-02,petroineos,2025-05-29 10:39:35.542306
03/09/2024,GB,Gas,Pembroke-2,5904.0,Great Britain,2024-09-03,petroineos,2025-05-29 10:39:35.542306
04/09/2024,GB,Gas,Pembroke-2,7530.0,Great Britain,2024-09-04,petroineos,2025-05-29 10:39:35.542306
05/09/2024,GB,Gas,Pembroke-2,6497.0,Great Britain,2024-09-05,petroineos,2025-05-29 10:39:35.542306
06/09/2024,GB,Gas,Pembroke-2,5749.0,Great Britain,2024-09-06,petroineos,2025-05-29 10:39:35.542306
07/09/2024,GB,Gas,Pembroke-2,6238.0,Great Britain,2024-09-07,petroineos,2025-05-29 10:39:35.542306
08/09/2024,GB,Gas,Pembroke-2,6361.0,Great Britain,2024-09-08,petroineos,2025-05-29 10:39:35.542306
09/09/2024,GB,Gas,Pembroke-2,7875.0,Great Britain,2024-09-09,petroineos,2025-05-29 10:39:35.542306
10/09/2024,GB,Gas,Pembroke-2,6504.0,Great Britain,2024-09-10,petroineos,2025-05-29 10:39:35.542306
11/09/2024,GB,Gas,Pembroke-2,8088.0,Great Britain,2024-09-11,petroineos,2025-05-29 10:39:35.542306
12/09/2024,GB,Gas,Pembroke-2,7514.0,Great Britain,2024-09-12,petroineos,2025-05-29 10:39:35.542306
13/09/2024,GB,Gas,Pembroke-2,5407.0,Great Britain,2024-09-13,petroineos,2025-05-29 10:39:35.542306
14/09/2024,GB,Gas,Pembroke-2,8931.0,Great Britain,2024-09-14,petroineos,2025-05-29 10:39:35.542306
15/09/2024,GB,Gas,Pembroke-2,5009.0,Great Britain,2024-09-15,petroineos,2025-05-29 10:39:35.542306
16/09/2024,GB,Gas,Pembroke-2,5356.0,Great Britain,2024-09-16,petroineos,2025-05-29 10:39:35.542306
17/09/2024,GB,Gas,Pembroke-2,6197.0,Great Britain,2024-09-17,petroineos,2025-05-29 10:39:35.542306
18/09/2024,GB,Gas,Pembroke-2,7295.0,Great Britain,2024-09-18,petroineos,2025-05-29 10:39:35.542306
19/09/2024,GB,Gas,Pembroke-2,5579.0,Great Britain,2024-09-19,petroineos,2025-05-29 10:39:35.542306
20/09/2024,GB,Gas,Pembroke-2,8681.0,Great Britain,2024-09-20,petroineos,2025-05-29 10:39:35.542306
21/09/2024,GB,Gas,Pembroke-2,5306.0,Great Britain,2024-09-21,petroineos,2025-05-29 10:39:35.542306
22/09/2024,GB,Gas,Pembroke-2,6427.0,Great Britain,2024-09-22,petroineos,2025-05-29 10:39:35.542306
23/09/2024,GB,Gas,Pembroke-2,5026.0,Great Britain,2024-09-23,petroineos,2025-05-29 10:39:35.542306
24/09/2024,GB,Gas,Pembroke-2,5358.0,Great Britain,2024-09-24,petroineos,2025-05-29 10:39:35.542306
25/09/2024,GB,Gas,Pembroke-2,5569.0,Great Britain,2024-09-25,petroineos,2025-05-29 10:39:35.542306
26/09/2024,GB,Gas,Pembroke-2,5271.0,Great Britain,2024-09-26,petroineos,2025-05-29 10:39:35.542306
27/09/2024,GB,Gas,Pembroke-2,6348.0,Great Britain,2024-09-27,petroineos,2025-05-29 10:39:35.542306
28/09/2024,GB,Gas,Pembroke-2,6520.0,Great Britain,2024-09-28,petroineos,2025-05-29 10:39:35.542306
29/09/2024,GB,Gas,Pembroke-2,6820.0,Great Britain,2024-09-29,petroineos,2025-05-29 10:39:35.542306
30/09/2024,GB,Gas,Pembroke-2,7828.0,Great Britain,2024-09-30,petroineos,2025-05-29 10:39:35.542306
01/10/2024,GB,Gas,Pembroke-2,7016.0,Great Britain,2024-10-01,petroineos,2025-05-29 10:39:35.542306
02/10/2024,GB,Gas,Pembroke-2,5324.0,Great Britain,2024-10-02,petroineos,2025-05-29 10:39:35.542306
